User,Tweet,Date
Alvin Lum,"Pretty sure the official translator mistranslated the second question, where the foreign journalist asked about details on ""who"" will sit in the vetting panel to judge who are patriots. But translator mistranslated it to ""how"" to judge patriots. https://t.co/OtqnmKQdEi",2021-03-12 03:10:17
Alvin Lum,"There are also patriots in the pro-democracy camp, and one can’t simply equate opposition camp/pro-democracy as anti-China, Zhang said, claiming some pan-democrats could still run in future election.",2021-03-12 02:48:51
Alvin Lum,Zhang also pinpointed education in Hong Kong needs to be fixed in future.,2021-03-12 02:40:23
Alvin Lum,"Zhang Yong, deputy head of NPCSC’s Commission for Legislative Affairs, said the National People’s Congress is an act of sovereign, and the power to determine Hong Kong’s political system always rests on the Central Govt. https://t.co/L4VpVr8vEh",2021-03-12 02:34:36
Alvin Lum,"Zhang likened the reform is a “minimally invasive surgery ” to fix Hong King’s problem. “Some [NPC] delegates even said Hong Kong is save,” he said.",2021-03-12 02:22:49
Alvin Lum,JUST IN: “Long Hair” Leung Kwok Hung and @jimmyshamtszkit’s bail review applications were denied by West Kowloon magistrate. https://t.co/M4dH8XUdR8,2021-03-12 02:19:14
Alvin Lum,"HKMAO deputy director Zhang Xiaoming said HK’s electoral reform is a question of guarding against “power grab”, subversion and infiltration, instead of democratic progress, and there’s no room for concession. https://t.co/ynCceOAgAA",2021-03-12 02:11:37
Alvin Lum,"Another segment, per source, interviewed @EmilyLauWH, two pro-establishemnt lawmakers Horace Cheung, Michael Tien, and political scientist Ma Ngok.",2021-03-11 14:36:42
Alvin Lum,"BREAKING: RTHK has abruptly decided not to broadcast episode from well-established prog Legco Review, about an hour before it's supposed to air at 8pm. Source confirmed 3 moderate guests, including Jasper Tsang, Derek Yuen and Fred Li Wah-ming talked about the electoral change. https://t.co/s8X6avtVwH",2021-03-11 13:15:53
Alvin Lum,"“Without details, how could you even convince the people?” One reporter shouted, Lam didn’t answer.",2021-03-11 11:04:34
Alvin Lum,"Only party members are required to “love” the Chinese Communist Party, said Carrie Lam, but patriots in HK must respect the Chinese system. She’s also said she’s not a party member. https://t.co/qvUC5OPXNZ",2021-03-11 11:00:25
Alvin Lum,"Asked if she anticipates universal suffrage before 2047 or in her life, Lam said once the electoral system improved, Hong Kong returns to order, ""we can certainly continue to study when we could achieve the ultimate goal of universal suffrage under Article 45 and 68"".",2021-03-11 10:49:00
Alvin Lum,"Lam, in her usual style, cited her four decades of public sector and said govt does not always get everything right, and ""constructive"" interaction with Legco could help improve policies. She denied this is to make Legco ""less critical"".",2021-03-11 10:32:40
Alvin Lum,"Lam rejected this is a step backward for democracy, but unsurprisingly said this is to plug the loophole. She offered little details on the plan, including seats for direct election, saying these are matters for Beijing to decide.

https://t.co/ZVojac3kVD",2021-03-11 10:25:09
Alvin Lum,"First Q by state-owned China Media Group, just a harmless follow up and Lam’s plan on development in the region.",2021-03-11 10:08:02
Alvin Lum,Carrie Lam’s message: “ensure patriots administering Hong Kong”. https://t.co/g6tVAmhOP4,2021-03-11 09:58:11
Alvin Lum,"Another important detail previously not reported- under the new proposal, CE-elect must obtain half of votes in the new 1500 election committee. https://t.co/0mI5IyCwBZ",2021-03-11 09:08:29
Alvin Lum,"Update: CE Carrie Lam will meet press at 6pm. In a lengthy 1000-word statement, Lam and her cabinet ""pledge our staunch support for and sincere gratitude"" to Beijing decision, adding that HK Govt will provide views on composition of new election committee, and amend local laws. https://t.co/kebzzxqmAv",2021-03-11 08:15:33
Alvin Lum,"On CE election, it adds a 5th sector in election committee, comprising of NPC delegates, CPPCC members and representatives of nation-wide pro-Beijing organisation. 

New threshold to obtain at least 15 nominations from each of the five sectors, or 188 in total, to enter race.",2021-03-11 07:40:22
Alvin Lum,"UPDATE: state media Xinhua reports that election committee will be tasked to nominate Legco members and elect some of the seats in Legco, will now be extended to 90 seats. HK will still have to “improve” the vetting procedure to fulfil requirement under BL &amp; NSL. https://t.co/uKTjBYQ5k6",2021-03-11 07:33:55
Alvin Lum,"Breaking: Chinese legislature has voted to authorise overhaul to Hong Kong’s electoral system, with only one vote of abstain. Details of proposal not read out during meeting. 

https://t.co/hV38sGoD8E https://t.co/Ds0aUdIpZK",2021-03-11 07:19:19
Alvin Lum,"HKMAO director Zhang Xiaoming and other Chinese officials will attend a seminar in Hong Kong Convention and Exhibition Centre, Wan Chai on Monday (Mar 15) to explain and ""consult"" views about electoral change.",2021-03-11 06:37:09
Alvin Lum,"Breaking: Some of Beijing's most loyal political elites in HK, namely NPC delegates and CPPCC members, will be among the new ""vetting panel"" to decide who could run for CE and Legco election, source told @hkcnews_com.",2021-03-11 06:13:12
Alvin Lum,"Meanwhile, Mrs. Ip seemed to really like 29-year-old Chinese actor/singer Xiao Zhan... https://t.co/arKcREOVji",2021-03-11 05:39:56
Alvin Lum,"Exco member @ReginaIplau said Hong Kong should actually celebrate being removed from @Heritage's Index of Economic Freedom, claiming HK govt in the past was too wary of affecting the honour ""freest economy"" and not  intervening the market to address poverty gap and housing issue. https://t.co/OYRN51UdNJ",2021-03-11 05:35:28
Alvin Lum,"""Will Central Govt agree a state leader go electioneering to fight for CE's seat? Or perhaps, there's only one candidate so there'll be no debate?"" Tsang said, mocking Leung himself opened speculation about who's the next CE.",2021-03-11 04:27:59
Alvin Lum,"Former Legco president Jasper Tsang said former CE CY Leung could put on the record he won't run for the next CE, rather than dodging the question. But Tsang believed mainland rules allowed Leung to be both CE and CPPCC vice chairman.

https://t.co/4g5jgl4ULe https://t.co/3qFysF5S83",2021-03-11 04:17:04
Alvin Lum,UPDATE: High Court has overturned a lower court decision and rejected to grant bail to district councillor Ng Kin-Wai. https://t.co/8r9QqQWvzW,2021-03-11 03:56:35
Alvin Lum,"Despite many have given up talking about electoral reform, Exco member Ronny Tong suggested to keep second vote and to directly elect election committee representatives in Legco. https://t.co/LbNQrVoHYU",2021-03-11 03:25:49
Alvin Lum,JUST IN: High Court has declined DOJ's application and granted bail to Helena Wong of @HKDemocrats on the original condition. She becomes the 5th out of the 47 pro-democracy figures charged under NSL to receive a court bail pending trial. https://t.co/LGs8sHI6SM,2021-03-11 02:25:43
Alvin Lum,"Justice Toh has declined a joint submission from the press to lift the reporting restricting under CPO 9P on bail proceeding, citing to protect the integrity of the trial. https://t.co/LPoRgHmzlh",2021-03-11 02:17:14
Alvin Lum,"DOJ meanwhile refused to respond if it will apply to court for a trial behind closed-door, citing ongoing legal proceeding. 

Article 41 of the NSL provides proceeding may be heard in chamber if it relates to state secrets, public order, and “so on”.",2021-03-10 12:31:32
Alvin Lum,"Tong Ying-kit, the first defendant charged under NSL, may seek judicial review to challenge SJ's directive to hold trial without jury, per ex-lawmaker Shiu Ka-chun who visited him today. A source confirmed Tong is applying for legal aid to bring the challenge. https://t.co/uiwrscG8Cn",2021-03-10 11:04:32
Alvin Lum,Hong Kong's Mandatory Provident Fund Authority has followed the “party line” and said BNO cannot be used in early withdrawal of the fund. https://t.co/MbfrjFzqrS,2021-03-10 09:45:56
Alvin Lum,"Just in: 8 pro-democracy activists convicted for violating social distancing rules while protesting in two batches, 1.5m apart. https://t.co/po9TOPraBq",2021-03-10 09:44:20
Alvin Lum,"Australia's Department of Home Affairs won't comment on Ted Hui's case, but said generally non-citizens can only travel if in exempt category/ requesting an exemption at discretion of Australian Authority with a valid visa.",2021-03-10 08:38:39
Alvin Lum,@gzmimi https://t.co/6uEPCSc8dZ,2021-03-10 08:27:17
Alvin Lum,"EU's first contact with #Myanmar junta after coup, notably contact point is head of EU military staff. 

Key msg: avoid further casualties, ""role of any military should be to protect the population""; release ASSK + allowing UN special envoy, both seek to facilitate dialogue https://t.co/tvJ3CfNQbW",2021-03-09 17:50:14
Alvin Lum,@TMclaughlin3 Singapore with Chinese characteristic?,2021-03-09 07:08:17
Alvin Lum,"Meanwhile, Avery Ng of LSD was arrested outside of Court of Final Appeal for an alleged common assault. He was originally heading to court to support Long Hair. https://t.co/uJckyNfs1D",2021-03-09 03:08:48
Alvin Lum,"JUST IN: Court of Final Appeal will hear “Long Hair” Leung Kwok-Hung’s challenge of snatching document during a 2016 Legco panel, which DOJ said it will be the first time a lawmaker is criminalised for conduct in Legco meeting. https://t.co/rdvbbY6KgY",2021-03-09 02:53:28
Alvin Lum,"Echoing what we heard-

https://t.co/zeZ78ARqOM",2021-03-08 10:22:31
Alvin Lum,"But Lam added the election committee election scheduled in Dec could also be subject to change. 

One possibility we've been hearing is swapping dates of two elections, ie. EC election in Sept, and Legco in Dec.",2021-03-08 04:46:23
Alvin Lum,"""I can't tell you categorically, whether we could adhere to 5th Sept as the general election of Legco,"" Lam said, noting there's still steps to be taken by NPC in Beijing.",2021-03-08 04:42:59
Alvin Lum,"Lam: no international standard of democracy, and the most relevant context to Hong Kong is one country, two systems. If OCTS can't be safeguarded, there's no point to talk about other things.",2021-03-08 04:34:37
Alvin Lum,"Asked if she'd also run for a second term, Lam said what she's doing is ""not about my personal preference or inclination"" but to ""improve election system"". ""I hope society will move away from looking at individual and look at the election system we need to improve,"" she said.",2021-03-08 04:33:01
Alvin Lum,"BREAKING: Legco election, originally scheduled on Sept 9, could be postponed and held after Election Committee election, Carrie Lam hinted, although she would not say for how long.",2021-03-08 04:30:44
Alvin Lum,"Lam also said the seats of election committee in Legco is not a ""transitional arrangement"" like that in 1997 and 2002, and will have a fundamental role in nominating all Legco candidates.",2021-03-08 04:24:33
Alvin Lum,"JUST IN: Carrie Lam said the ultimate aim of universal suffrage remains, since Basic Law Article 45 and 61 were not amended. 

But she noted BL mentioned ""actual situation"" in HKSAR and said only if things come back on track, one could then return to talk about ""ultimate aim"". https://t.co/6YCd7LK4op",2021-03-08 04:21:01
Alvin Lum,"Meanwhile, Elsie Leung, the former deputy of the Basic Law Committee, said the candidates will be vetted before or over the time they already took office.
https://t.co/svFrmsMoQR",2021-03-07 04:49:08
Alvin Lum,"Chinese vice-premier Han Zheng told NPC delegate, per source, that the overhaul to HK's electoral system is ""battle to defend sovereignty, national interest, and HKSAR's jurisdiction, livelihood and economy,"" and must prevent unrest in 2003, 2014, 2016 and 2019 from returning.",2021-03-07 04:31:20
Alvin Lum,"Grassroots group Neighbourhood and Worker's Service Centre has decided to cut tie with @chrf_hk, one day after report that Hong Kong Govt may ban the Front. https://t.co/4GmirmQcnM",2021-03-06 10:18:34
Alvin Lum,"11 pro-democracy figures in HK originally granted bail will be brought to High Court in four batches again on Thurs and Sat to hear DOJ’s bail review, which coincided with closing day (Thu, Mar 11) of “two-sessions” in Beijing.",2021-03-06 09:09:43
Alvin Lum,"Beijing’s new electoral reform will effectively castrate any opposition in Hong Kong’s Legislative Council, by tightening political vetting, and sending in 30-40 loyalists. Pro-democracy camp, even if allowed to run, can’t realistically secure 1/3 in Legco. https://t.co/YdEeSA2TNY",2021-03-06 01:31:18
Alvin Lum,"There are conflicting reports on distribution of seats in Legco under the proposal. What I've heard is similar to HK01, where seats directly elected will drop from 35 to 20, and 40 seats will go to Beijing loyalist from the selection committee, 30 are FC. TVB said it's 30-30-30.",2021-03-05 11:34:25
Alvin Lum,"Asked by @hkcnews_com why u-turned on bail review, DOJ spokesman said, without commenting the case, prosecution is under a duty “continually to review a prosecution"".",2021-03-05 11:24:08
Alvin Lum,DOJ issued a 534-word statement saying it's not commenting on the proceeding. https://t.co/t56E8NIeak,2021-03-05 10:50:33
Alvin Lum,"For completeness sake, Chief Executive's Office has confirmed Justice Toh Lye-ping is a designated judge under the NSL.",2021-03-05 10:37:21
Alvin Lum,"Former @chrf_hk convenor @jimmyshamtszkit, who is among the 32 refused bail, thanked the public turning up in support of the group and said he saw the ""sea of lights"" outside court. ""Hongkongers, you're all adorable, I'll be fine,"" Sham said. https://t.co/8jMceOsfiS",2021-03-05 10:25:29
Alvin Lum,"MORE BREAKING: after marathon hearing and chaos in court hearing, chief justice Andrew Cheung has instructed an immediate review of overall arrangements over cases involving large number of litigants and audience in all levels of courts, e.g. scheduling, seats, and broadcasting. https://t.co/I3TlhiVo0A https://t.co/iUQoIeicov",2021-03-05 09:24:38
Alvin Lum,"Update:  Judge Esther Toh Lye-ping will preside over SJ's bail review application against all 11 defendants, who were originally granted bail by the magistrate. https://t.co/KJfOiGMrBq",2021-03-05 09:05:26
Alvin Lum,"Remaining 11 will appear at High Court on Saturday, hearing in three batches, starting respectively at 10am, 11.30am, and 14.30pm. Incredibly, each defendant allocated for about 15min, and judges name not published yet as of 4pm. DOJ applied to adjourn hearing to a later date. https://t.co/LdAqvR6638",2021-03-05 08:10:48
Alvin Lum,"BREAKING: Four pro-democracy candidates charged under subversion could be released on bail today the earliest, after Secretary for Justice decided to drop bail review against them. They will first be brought to West Kowloon Court and released on bail condition. https://t.co/8Jgc5ZIoqv",2021-03-05 07:30:49
Alvin Lum,"The net effect will mean pro-Beijing camp controls/can influence an overwhelming 2/3 majority in Legco, and will be super hard to change the election system locally.",2021-03-05 06:48:49
Alvin Lum,"&gt;Legco election expected to be postponed and held *after* SC election in Dec
&gt;running in Legco might require two rounds of screening: 1) nomination of SC member; 2) vetted by a ""vetting committee"", composition unclear
&gt;SC's seat in Legco unclear, rumoured to take up at least 1/3",2021-03-05 06:48:49
Alvin Lum,"Update: Largely consistent with our report, Beijing planned to step up the role of selection committee (the name speaks for itself), per Wang Chen, secretary-general of NPSCSC. Summary of what we're hearing further: https://t.co/g0qPqgug8k",2021-03-05 06:48:48
Alvin Lum,"On report that govt may ban the organisation, the Front said the government may point fingers to throw dirt at the organisation, but HKers must do what they can amid the oppression.",2021-03-05 06:31:57
Alvin Lum,"Just in: Responding to Zaobao's report, @chrf_hk said it only receives donation from public during rallies, and has never received funding from foreign govt or agencies, e.g. NED.",2021-03-05 06:31:57
Alvin Lum,"Meanwhile, three overseas non-permanent judges, Gleeson, Neuberger and Walker will all serve another three years at the Court of Final Appeal, until Feb 2024. https://t.co/a1E6KrhqMo",2021-03-05 05:21:25
Alvin Lum,"Tung is still responsive and issued a statement via his PR, saying it’s time to change HK’s electoral system. https://t.co/N3I8ZikmLd",2021-03-05 05:06:35
Alvin Lum,"Based on pool footage, via TVB, Tung seems to have fallen onto the ground. https://t.co/4w4W5sJE2l",2021-03-05 04:00:43
Alvin Lum,"Meanwhile, NPC delegates in Beijing will be having (cutting) a cake that celebrates the opening of the National People’s Congress session. 

Pic via delegate https://t.co/qErebKaJwQ",2021-03-05 03:49:15
Alvin Lum,Can’t put it any better https://t.co/3IOOOevYKr,2021-03-05 03:36:30
Chris Lau,"Lord Sumption, former Justice of the UK’s Supreme Court, who is a non-perm judge at HK’s CFA, argues that politicians’ call for UK judges to withdraw from HK is a political move which he will not embrace https://t.co/AFQ9ikAfot",2021-03-18 15:47:30
Chris Lau,"Canadians Michael Spavor and Michael Kovrig, detained for what has been seen as Beijing’s retaliation of Huawei’s CFO Meng Wanzhou, to face trials in China after 2+ years detention https://t.co/UKba4kMpCr",2021-03-18 11:55:49
Chris Lau,"Ahead of much-hyped Alaska talk between China and US, top diplomatic sources said China’s top diplomat to US Cui Tiankai, currently 68yo, to stay on in Biden era to avoid miscommunications  https://t.co/PVrS0YWHA6",2021-03-18 11:50:40
Chris Lau,"Following 60 consultative sessions with 1,000 pro-Beijing figures - which accounts for about 0.13% of HK’s 7.5 million population - Zhang comes to a conclusion that the reform should be treated as a matter of urgency",2021-03-17 11:21:09
Chris Lau,"Zhang Xiaoming, deputy director of HK and Macau Office, drops the biggest hint yet that electoral overhaul of HK’s legislature may be 20:30:40, with 20 being drastically reduced directly elected seats and 40 being pro-Beijing figures from Election Comittee https://t.co/NoQDYcqrBJ",2021-03-17 11:12:40
Chris Lau,"I think it’s important to draw people’s attention to the work we do too, such as this. It’s probably not fair to form an opinion on every single piece of our work based on views formed on our certain columnists 
 https://t.co/UurHIzDjve https://t.co/SIuJGLJxHU",2021-03-17 09:57:14
Chris Lau,Interesting read indeed https://t.co/5bsWjuARug,2021-03-17 09:49:33
Chris Lau,"A significant ruling from the Japanese court on LGBT rights, paving the way for Japan to become the second jurisdiction in Asia to allow same-sex marriage following Taiwan https://t.co/ghWD2IZzyk",2021-03-17 09:26:18
Chris Lau,The 24 officials on the State Department’s updated list matched the 24 names already announced on the Treasury’s list between Nov and Jan https://t.co/nNl7SbXwrS,2021-03-17 03:15:16
Chris Lau,"The mix includes 14 vice-chairs of NPCSC and officials from state-level HK and Macau Office, National Security Office and national security unit of the HK police https://t.co/uLdI5F7W0F",2021-03-17 02:47:38
Chris Lau,24 Chinese and HK officials have been identified in an updated report under US’s HK Autonomy Act to have materially contribute to China’s obligation under Joint Declaration or Basic Law https://t.co/NkF1sefPRW,2021-03-17 02:44:24
Chris Lau,HKBU has also called off the World Press Photo Exhibition citing “security concerns”. The exhibition contains photos of HK’s anti-government protests in 2019,2021-03-17 02:12:34
Chris Lau,"I wonder if Ten Years, the dystopia flick reimagining HK’s future under Beijing’s rule in the worst-case scenario, would still see the light if it were to be screened amid recent political climate https://t.co/PDLbfaVTXY",2021-03-17 02:11:01
Chris Lau,"With COVID-19 vaccination programme being rolled out in HK, HKU health professor sheds light on how quarantine and isolation arrangements could be adjusted https://t.co/jp56xITZsl",2021-03-16 03:59:38
Chris Lau,Very valid point indeed. I have kind of written about this https://t.co/TraRIbfe7r https://t.co/Kt2q8o7P6B,2021-03-15 15:08:58
Chris Lau,Feeling somehow like a deja vu of then Trump administration’s ban on WeChat and TikTok in the US. Not saying it’s a justified move but at the same time one may also want to look at how many foreign social media platforms are not banned in China https://t.co/6PRx3WAIsu,2021-03-15 15:07:17
Chris Lau,A top Beijing loyalist has already floated the new committee to vet Legco candidates should not be subject to judicial scrutiny. Legal experts doubt if it would comply with the city’s legal requirements. Opposition figures slam Beijing for evading checks https://t.co/o7psQUW6gt,2021-03-15 05:08:46
Chris Lau,Now pro-democracy groups and unions are cutting ties with Civil Human Right Fronts after reports that the organiser of HK’s highest-profile peaceful marches is being investigated under national security law https://t.co/q4RIBgkZ9l,2021-03-15 05:01:18
Chris Lau,The recent double whammy - prosecutions of 47 and electoral overhaul - has pushed HK much-marginalised opposition further to the brink. Whether to take part in future elections appear less relevant now when a major party has even discussed disbandment  https://t.co/UurHIzDjve,2021-03-14 08:48:41
Chris Lau,But the court upheld lower court’s decision to grant district councillor Tat Cheng Tat-hung bail. Just in: former Civi Party legislator Kwok Ka-ki’s bail also revoked,2021-03-13 07:19:11
Chris Lau,"Hong Kong High Court judge grants DOJ’s applications to revoke bail for Jeremy Tam, one of 15 granted bail in the case of 47 opposition figures being charged with subversion https://t.co/zof724oAEk",2021-03-13 06:29:16
Chris Lau,It’s like saying alternative democracy... https://t.co/qy8DOiZ92h,2021-03-13 06:27:03
Chris Lau,By 4pm. Thx. https://t.co/21XOWsvbgB,2021-03-13 06:25:26
Chris Lau,"Zhang Xiaoming and Deng Zhonghua, deputy directors of Hong Kong and Macau Affairs Office, maintain patriotic opposition candidates can still run for elections, dismiss concerns on HK as financial centres, and hint at reform on HK education sector  https://t.co/CLwFCrMp6f",2021-03-12 07:02:16
Chris Lau,Bail denied again for 11 of the 47 Hong Kong opposition figures charged with subversion while 10 others withdraw bids https://t.co/cNsHt3DAcY,2021-03-12 06:53:31
Chris Lau,"[Breaking] Hong Kong High Court allowed Helena Wong, one of the  47 opposition figures charged with national security law, bail, striking down prosecutors’ challenge to a lower court’s ruling to grant her bail https://t.co/00ebvh9Igp",2021-03-11 02:50:25
Chris Lau,"In fact, these two pictures showing both camps on the day of the 47’s hearing proved my point. A bit problematic when demonstrators have already social-distanced in groups yet they could still be found in contravention of social distancing ban https://t.co/uhfvWn3TWQ",2021-03-10 13:10:17
Chris Lau,"During bail hearing of 47 opposition figures last week, e.g , supporters queueing up outside the court were left largely alone until they displayed props and chanted slogans. Almost immediately, police officers threatened to fine them even though they remained same distance apart",2021-03-10 12:58:27
Chris Lau,"It’s a vital step to take amid a pandemic to keep our distance, but sometimes it’s equally difficult to wrap your head around the legislation that is supposed to be effective and meaningful",2021-03-10 12:53:59
Chris Lau,I have definitely seen protests in which demonstrators including pro-establishment supporters pulled off the same trick in the presence of the police but were not hit with legal consequences,2021-03-10 12:50:06
Chris Lau,8 activists including Long Hair and Lee Cheuk-yan were sentenced to a 14-day suspended jail term for breaking social distance ban despite splitting into two groups in a Labour day protest  https://t.co/wZcY2C9ljG https://t.co/CSIwGmGjDh,2021-03-10 12:47:02
Chris Lau,While speaking without his mask on... https://t.co/YUmAHaizfu,2021-03-10 05:25:59
Chris Lau,"Following the enactment of the national security law, HK opposition activists in exile like @SunnyCheungky find space to discuss and push for their cause overseas https://t.co/3fftKW247W",2021-03-10 05:03:33
Chris Lau,"During a revamp of a permanent exhibition about HK, Museum of History have got rid of phrases such “colony” and “local” in a temporary edition on offer. The 1967 riot is no longer described as riot, Ming Pao reports https://t.co/NKi418yH1f https://t.co/waSN34h2bc",2021-03-10 02:37:45
Chris Lau,Beijing’s top diplomat in Hong Kong warns the consular representatives in the city against meddling and urges them to support the new electoral system changes https://t.co/jkgDK6KWpC,2021-03-09 15:42:16
Chris Lau,"Headline Daily reports that student activist @IsaacChengCKL also has left for Taiwan. He said he would not comment when I approached him. This has summed up how Hong Kong has changed over the past few months

https://t.co/UqVGtseGWi",2021-03-09 12:40:10
Chris Lau,"But since this story was published five months ago, former opposition lawmaker Lam Cheuk-ting is now behind bars facing a charge of subversion, while Lee Cheuk-yan, also a former legislator known for organising the city’s June 4 vigil, is facing a separate trial over a protest",2021-03-09 12:32:15
Chris Lau,"Wrote this story in October last year following the enactment of the national security law. Some HK activists decided to leave, taking their fight abroad. Others vowed to stay, which is what this story is about https://t.co/vXQvD5BqHQ",2021-03-09 12:28:22
Chris Lau,League of Social Democrats secretary-general Avery Ng arrested over alleged assault on a pro-establishment supporter outside bail hearing of Jimmy Lai last month https://t.co/fAmFinyaNq,2021-03-09 07:02:00
Chris Lau,"@kevinkfyam @ssataline I would also like to add it’s the practice of journos covering HK courts to save all this info till the end of the trial for publishing when the risk of prejudice is spent. So in a way, we often don’t miss reporting things the public has an interest in - albeit on a later date",2021-03-06 08:04:28
Chris Lau,"@kevinkfyam @ssataline Seeing this thread, I just want to say I do think the law exists for a reason having seen how some irresponsible reporting has damaged trials, although whether it should be blanket is another thing",2021-03-06 07:59:40
Chris Lau,"That underpins a problem journalists covering HK affairs face these days. It has become increasingly difficult to get people to talk since the enactment of NSL. Now that a large number of the opposition figures have been locked up, the task just gets even tougher https://t.co/UrsYHnJVwZ",2021-03-06 06:47:50
Chris Lau,What are you doing there? https://t.co/Gv7p0xzDCO,2021-03-06 03:48:30
Chris Lau,"The judge has finished hearing 3 defendants and will proceed to hear 8 more. Given her reluctance to entertain any applications for interim bail, all 11 are likely to spend 5 days or a week more behind bars, even though they have already been granted bail by a lower court",2021-03-06 03:32:33
Chris Lau,"Pun suggests imposing ""very stringent conditions"" on his client in the meantime for interim bail to be granted. But the judge, again, refuses",2021-03-06 02:46:10
Chris Lau,"The judge says she understands the defendants' sentiment ""but things have to be done properly"". ""Things done in haste is sometime when mistakes are made,"" she says",2021-03-06 02:43:50
Chris Lau,"Defence lawyer Hectar Pun suggests the judge should consider granting an interim bail until the hearing, but Madam Justice Esther Toh says she was not ""with him""",2021-03-06 02:40:47
Chris Lau,Court hearing has begun. The presiding judge says these are serious matters so she has set aside March 11 and 13 to hear full arguments from both parties so she can make an informed decision,2021-03-06 02:38:21
Chris Lau,"And this morning, 11 more who were granted bail among the 47 will appear at High Court after prosecutors challenged the magistrate’s ruling. Heavy police presence at the High Court now https://t.co/C5ZjLWJcoI https://t.co/jCaTXrPoEG",2021-03-06 00:02:39
Chris Lau,"Yet defence lawyers and legal experts have voiced concerns that despite the opposition figures bring brought to court, prosecutors and police appear largely not ready. The default position of no bail under NSL may encourage the authorities to take action first anyway https://t.co/HNzEkZkVH3",2021-03-06 00:00:35
Chris Lau,HK prosecutors made a surprise U-turn yesterday to drop challenge to four of 15 opposition figures granted bail in the case of a total 47 charged under national security law over a non-official primary https://t.co/xg7DHqj2rs,2021-03-05 23:56:50
Chris Lau,And here is what you need to know about the new “democratic electoral system with Hong Kong characteristics” https://t.co/GEHgTyj2FA,2021-03-05 23:33:05
Chris Lau,"Beijing declares HK will have a “democratic electoral system with Hong Kong characteristics”, ushering in, shall I call it, the era of alternative democracy https://t.co/n1HpdJTfNg",2021-03-05 23:30:06
Chris Lau,"Hong Kong polls to be postponed for second year as part of Beijing’s planned major overhaul in store for Legco and Election Committee for Chief Executive elections to clip, critics argued, opposition’s influence on those elections https://t.co/XmTee5LV2S",2021-03-05 02:26:23
Chris Lau,"China’s two sessions is under way, with Beijing setting GDP growth target of above 6%. Hong Kong also in the spotlight, with Chinese Premier Li Keqiang doubling down on rhetoric to improve systems to enforce Chinese constitution and Basic Law in HK &amp; Macau https://t.co/Nb8uJ7wh7j",2021-03-05 01:59:14
Chris Lau,"In rebutting Heritage Foundation’s exclusion of HK from its index yesterday, this is what the HK gov said. Pluralistic seems like an interesting choice of word when on the same day the press started reporting how Beijing will overhaul HK’s election system to rid of opposition https://t.co/Udko9TgjlK",2021-03-05 01:42:54
Chris Lau,"Apple Daily reports that HK national security police have contacted various senior staff from Next Digital, current and former, to make statements  https://t.co/STxBk1Ygjh",2021-03-04 13:12:45
Chris Lau,National security law: 15 out of 47 opposition figures granted bail in Hong Kong’s largest case under legislation https://t.co/gPzdRLCZtt,2021-03-04 12:06:45
Chris Lau,Breaking: A Hong Kong court has granted bail for 15 of the 47 opposition figures charged under the national security law over last year’s non-official primaries https://t.co/PdR8Gxu7gx,2021-03-04 12:03:04
Chris Lau,"Hong Kong, which used to win top spots at Heritage Foundation’ ranking of freest economy, disappears from the index entirely in 2021 as China exerts tighter grip on the city https://t.co/LwRrLZiFM4",2021-03-04 04:44:08
Chris Lau,"If this doesn’t show how seriously HK authorities take national security law, probably nothing does. Day 2 of bail hearing for 47 HK opposition figures. The hearing yesterday stretched all the way into 3am and left five defendants hospitalised with one of the fainted in the dock https://t.co/rkcpmRSDcC",2021-03-02 05:59:22
Chris Lau,Opposition parties in HK are no doubt what Beijing wishes to rein in but there may be more - the city’s richest https://t.co/95NpgvxbJo,2021-03-02 05:46:40
Chris Lau,Defence slams ‘draconian’ case against 47 HK opposition figures charged under national security law over a non-official primary election. The hearing which began at 4pm carried into the next morning and was halted at 2:45am only after a defendant fainted https://t.co/GVizsQQhji,2021-03-01 20:15:29
Chris Lau,"While at least two of them remain in the dock, with one waiting to find out whether his bail will be approved... https://t.co/yYR7njjOCu",2021-03-01 08:52:00
Chris Lau,Police cordoned off the section of Yen Chow Street and Tonkin Street. About 10 people were trapped at a bus stop surrounded by police officers https://t.co/lzFliKbLY6,2021-03-01 08:44:28
Chris Lau,"Police even raised purple flags, warning against breaches of the national security law, after some chanted “no rioters, only authoritarian regime” https://t.co/bMKjuAa7cQ",2021-03-01 08:36:46
Chris Lau,Tensions escalated briefly as police raised their blue flags to issue warning about an unlawful assembly being taken place https://t.co/SVF3Wy7AO2,2021-03-01 08:33:02
Chris Lau,"After the lunch break, supporters held up six fingers to indicate “five demands, not one less”, as they chanted “HK add oil(keep it up)” https://t.co/f4mwqpPbSb",2021-03-01 08:30:53
Chris Lau,"Consular representatives from Britain, the US, Canada, Germany, the Netherlands and European office were also among the queue this morning. But they were unable to get to due to the massive turnout https://t.co/fwwjHNwCsf",2021-03-01 04:15:48
Chris Lau,This is how long the queue is. Some tried to hold up their protest props for a moment while queueing. But they had to put them away eventually after police once again threatened to fine them for breaching the gathering ban https://t.co/wykolcMlWB,2021-03-01 04:13:04
Chris Lau,Leaders of the opposition led supporters to chant slogans. But they had to stop after police threatened to fine people for breaching a gathering ban in place for the COVID-19 pandemic https://t.co/F6bFtwvS0B,2021-03-01 03:11:12
